"GeneID"	"omega0"	"MedianVar"	"VarRankBin"	"VarRankCategory"
"ENSDARG00000000861"	0.0371801015400636	0.610050505050505	0.7	"mid"
"ENSDARG00000000887"	0.161793310933131	0.633690476190476	0.7	"mid"
"ENSDARG00000000906"	0.0939157648042454	0.237777777777778	0.3	"mid"
"ENSDARG00000000935"	0.041218476106782	0.626363636363636	0.7	"mid"
"ENSDARG00000000966"	0.0755776138686857	0.187272727272727	0.2	"low"
"ENSDARG00000001015"	0.0378881127354229	0.379545454545455	0.4	"mid"
"ENSDARG00000001169"	0.0928865062008584	0.248131313131313	0.3	"mid"
"ENSDARG00000001220"	0.0193011819667137	0.11	0.2	"low"
"ENSDARG00000001234"	0.0699085531058503	0.622111111111111	0.7	"mid"
"ENSDARG00000001241"	0.0200310861265872	0.480808080808081	0.5	"mid"
"ENSDARG00000001249"	0.0237634816393005	0.439204545454545	0.5	"mid"
"ENSDARG00000001303"	0.0667215404977034	0.413055555555556	0.5	"mid"
"ENSDARG00000001313"	0.132023834509207	0.462638888888889	0.5	"mid"
"ENSDARG00000001431"	0.012613618936412	0.798636363636364	0.8	"mid"
"ENSDARG00000001442"	0.0972300451519128	0.324545454545455	0.4	"mid"
"ENSDARG00000001447"	0.0519034833498796	0.456363636363636	0.5	"mid"
"ENSDARG00000001452"	0.152889651838576	0.516	0.6	"mid"
"ENSDARG00000001463"	0.0584376367992933	0.635	0.7	"mid"
"ENSDARG00000001498"	0.11622885994966	0.527272727272727	0.6	"mid"
"ENSDARG00000001557"	0.097434152548074	0.702689393939394	0.8	"mid"
"ENSDARG00000001558"	0.0721037886522552	0.728681818181818	0.8	"mid"
"ENSDARG00000001578"	0.0659368891543037	0.226136363636364	0.3	"mid"
"ENSDARG00000001621"	0.0211747462523983	0.637666666666667	0.7	"mid"
"ENSDARG00000001634"	0.037664518923321	0.493818181818182	0.5	"mid"
"ENSDARG00000001656"	0.0848362107791998	0.558090909090909	0.6	"mid"
"ENSDARG00000001676"	0.036795357489344	0.614363636363636	0.7	"mid"
"ENSDARG00000001710"	0.0317668431525923	0.41	0.5	"mid"
"ENSDARG00000001729"	0.0442169168626959	0.1605	0.2	"low"
"ENSDARG00000001733"	0.0567871347841072	0.541428571428571	0.6	"mid"
"ENSDARG00000001767"	0.0809913183147779	0.706643356643357	0.8	"mid"
"ENSDARG00000001776"	0.064052719402925	0.39	0.4	"mid"
"ENSDARG00000001777"	0.0453094694156919	0.4275	0.5	"mid"
"ENSDARG00000001785"	0.0535141363216409	0.851	0.9	"high"
"ENSDARG00000001803"	0.052974444647912	0.433636363636364	0.5	"mid"
"ENSDARG00000001804"	0.0903220380684849	0.565333333333333	0.6	"mid"
"ENSDARG00000001807"	0.0649600551634009	0.790909090909091	0.8	"mid"
"ENSDARG00000001870"	0.042065950667695	0.596	0.6	"mid"
"ENSDARG00000001873"	0.0917676497652742	0.687692307692308	0.7	"mid"
"ENSDARG00000001879"	0.0913837134307942	0.711262626262626	0.8	"mid"
"ENSDARG00000001880"	0.0431159518368508	0.602	0.7	"mid"
"ENSDARG00000001888"	0.0484958057263073	0.56	0.6	"mid"
"ENSDARG00000001889"	0.00751441004763671	0.883392857142857	0.9	"high"
"ENSDARG00000001890"	0.0148992566562755	0.585142857142857	0.6	"mid"
"ENSDARG00000001897"	0.0574598371063777	0.524409090909091	0.6	"mid"
"ENSDARG00000001898"	0.0882350726869045	0.522727272727273	0.6	"mid"
"ENSDARG00000001930"	0.0188149785924207	0.308232323232323	0.4	"mid"
"ENSDARG00000001939"	0.0534856658587148	0.2195	0.3	"mid"
"ENSDARG00000001953"	0.0377470593542992	0.7775	0.8	"mid"
"ENSDARG00000001969"	0.038964130865392	0.2615	0.3	"mid"
"ENSDARG00000001993"	0.0263905244298444	0.93	1	"high"
"ENSDARG00000001994"	0.0382381066977116	0.323333333333333	0.4	"mid"
"ENSDARG00000002002"	0.0952902097977719	0.473636363636364	0.5	"mid"
"ENSDARG00000002006"	0.0250679949353638	0.278333333333333	0.3	"mid"
"ENSDARG00000002013"	0.0593934813088625	0.7215	0.8	"mid"
"ENSDARG00000002016"	0.0473664702713887	0.304038461538462	0.4	"mid"
"ENSDARG00000002020"	0.0407198983624681	0.372222222222222	0.4	"mid"
"ENSDARG00000002021"	0.0356912705049301	0.414895104895105	0.5	"mid"
"ENSDARG00000002037"	0.0389996450095595	0.514444444444444	0.6	"mid"
"ENSDARG00000002060"	0.148536125974163	0.916090909090909	1	"high"
"ENSDARG00000002077"	0.0623716187681934	0.390909090909091	0.4	"mid"
"ENSDARG00000002082"	0.012917484443184	0.668181818181818	0.7	"mid"
"ENSDARG00000002127"	0.0437344943906386	0.349090909090909	0.4	"mid"
"ENSDARG00000002128"	0.0679934742325939	0.331363636363636	0.4	"mid"
"ENSDARG00000002131"	0.0118302165937454	0.390833333333333	0.4	"mid"
"ENSDARG00000002165"	0.0857569920310666	0.368706293706294	0.4	"mid"
"ENSDARG00000002172"	0.0430698677745465	0.764318181818182	0.8	"mid"
"ENSDARG00000002174"	0.0490577758788076	0.556666666666667	0.6	"mid"
"ENSDARG00000002184"	0.147512875318591	0.374444444444444	0.4	"mid"
"ENSDARG00000002190"	0.0410333409601911	0.370594405594406	0.4	"mid"
"ENSDARG00000002194"	0.222103556071835	0.852115384615385	0.9	"high"
"ENSDARG00000002197"	0.0327173411182759	0.732121212121212	0.8	"mid"
"ENSDARG00000002204"	0.155220050614884	0.882727272727273	0.9	"high"
"ENSDARG00000002210"	0.0201047594624703	0.5075	0.6	"mid"
"ENSDARG00000002213"	0.0474788029211747	0.395265151515152	0.4	"mid"
"ENSDARG00000002215"	0.083524213861026	0.502272727272727	0.6	"mid"
"ENSDARG00000002216"	0.0312047809225181	0.647649572649573	0.7	"mid"
"ENSDARG00000002217"	0.0213368727604811	0.226369047619048	0.3	"mid"
"ENSDARG00000002220"	0.0257556067019129	0.32030303030303	0.4	"mid"
"ENSDARG00000002230"	0.0686370685549991	0.233030303030303	0.3	"mid"
"ENSDARG00000002235"	0.0604408168164905	0.507727272727273	0.6	"mid"
"ENSDARG00000002240"	0.0479137251963879	0.642777777777778	0.7	"mid"
"ENSDARG00000002249"	0.151767302864449	0.630227272727273	0.7	"mid"
"ENSDARG00000002255"	0.0649311426112981	0.45043956043956	0.5	"mid"
"ENSDARG00000002259"	0.152520000528049	0.415318181818182	0.5	"mid"
"ENSDARG00000002264"	0.0928793196723526	0.303051948051948	0.4	"mid"
"ENSDARG00000002267"	0.0515363857559661	0.591666666666667	0.6	"mid"
"ENSDARG00000002271"	0.051781860254932	0.71	0.8	"mid"
"ENSDARG00000002285"	0.0557310337674177	0.334015151515151	0.4	"mid"
"ENSDARG00000002298"	0.136147864015915	0.745	0.8	"mid"
"ENSDARG00000002304"	0.0494218695401195	0.693636363636364	0.7	"mid"
"ENSDARG00000002305"	0.0444684173306402	0.267878787878788	0.3	"mid"
"ENSDARG00000002330"	0.0589333225309373	0.726	0.8	"mid"
"ENSDARG00000002332"	0.0317305749517237	0.348376623376623	0.4	"mid"
"ENSDARG00000002336"	0.0596637174961819	0.635	0.7	"mid"
"ENSDARG00000002339"	0.0119591422117857	0.45530303030303	0.5	"mid"
"ENSDARG00000002347"	0.113377214693819	0.746666666666667	0.8	"mid"
"ENSDARG00000002365"	0.107641469800146	0.6465	0.7	"mid"
"ENSDARG00000002385"	0.0963308635718654	0.218	0.3	"mid"
"ENSDARG00000002391"	0.114951556101078	0.731818181818182	0.8	"mid"
"ENSDARG00000002396"	0.0784522557082333	0.546	0.6	"mid"
"ENSDARG00000002401"	0.0531662299137865	0.612590909090909	0.7	"mid"
"ENSDARG00000002402"	0.0207260565471134	0.169136363636364	0.2	"low"
"ENSDARG00000002403"	0.149994721732192	0.710909090909091	0.8	"mid"
"ENSDARG00000002405"	0.104576212296982	0.582777777777778	0.6	"mid"
"ENSDARG00000002445"	0.117665388931799	0.336111111111111	0.4	"mid"
"ENSDARG00000002479"	0.0827557334228668	0.450595238095238	0.5	"mid"
"ENSDARG00000002487"	0.0925924469668297	0.590357142857143	0.6	"mid"
"ENSDARG00000002494"	0.104151286634991	0.693333333333333	0.7	"mid"
"ENSDARG00000002507"	0.0677467984687577	0.675384615384615	0.7	"mid"
"ENSDARG00000002509"	0.139304158866771	0.9	0.9	"high"
"ENSDARG00000002523"	0.0567812405844939	0.248251748251748	0.3	"mid"
"ENSDARG00000002536"	0.0205765389432177	0.35375	0.4	"mid"
"ENSDARG00000002538"	0.0357304745529254	0.290984848484849	0.3	"mid"
"ENSDARG00000002552"	0.0341040181388958	0.252660256410256	0.3	"mid"
"ENSDARG00000002576"	0.038276114262449	0.674444444444444	0.7	"mid"
"ENSDARG00000002582"	0.0287178595852896	0.756666666666667	0.8	"mid"
"ENSDARG00000002587"	0.0340468141243827	0.366545454545455	0.4	"mid"
"ENSDARG00000002591"	0.0122366803633802	0.4	0.4	"mid"
"ENSDARG00000002597"	0.0470921763897196	0.864545454545455	0.9	"high"
"ENSDARG00000002607"	0.0674361121720781	0.402857142857143	0.5	"mid"
"ENSDARG00000002609"	0.0193879321036043	0.437692307692308	0.5	"mid"
"ENSDARG00000002613"	0.149161112015052	0.719166666666667	0.8	"mid"
"ENSDARG00000002632"	0.0748401298531517	0.461666666666667	0.5	"mid"
"ENSDARG00000002635"	0.0695212428251842	0.29	0.3	"mid"
"ENSDARG00000002644"	0.0827907933243912	0.435833333333333	0.5	"mid"
"ENSDARG00000002656"	0.0565145394617864	0.369090909090909	0.4	"mid"
"ENSDARG00000002659"	0.0497718404389842	0.267207792207792	0.3	"mid"
"ENSDARG00000002663"	0.115061469546166	0.477833333333333	0.5	"mid"
"ENSDARG00000002670"	0.0557239672718613	0.453333333333333	0.5	"mid"
"ENSDARG00000002690"	0.0736432175784903	0.298	0.3	"mid"
"ENSDARG00000002696"	0.0455692096070192	0.297333333333333	0.3	"mid"
"ENSDARG00000002701"	0.0687175478775247	0.421	0.5	"mid"
"ENSDARG00000002731"	0.0895429470643452	0.393590909090909	0.4	"mid"
"ENSDARG00000002732"	0.092454707904266	0.692777777777778	0.7	"mid"
"ENSDARG00000002745"	0.0605002291080904	0.604444444444444	0.7	"mid"
"ENSDARG00000002754"	0.120359788959154	0.38025974025974	0.4	"mid"
"ENSDARG00000002758"	0.0607691731425513	0.665340909090909	0.7	"mid"
"ENSDARG00000002768"	0.110084669891119	0.886590909090909	0.9	"high"
"ENSDARG00000002787"	0.0130731015196581	0.611583333333333	0.7	"mid"
"ENSDARG00000002790"	0.00628733005622552	0.155714285714286	0.2	"low"
"ENSDARG00000002792"	0.0399244769751305	0.112937062937063	0.2	"low"
"ENSDARG00000002798"	0.0557398053840501	0.398365384615385	0.4	"mid"
"ENSDARG00000002826"	0.139221467738908	0.418333333333333	0.5	"mid"
"ENSDARG00000002830"	0.0571049493519539	0.6565	0.7	"mid"
"ENSDARG00000002840"	0.0253263921279923	0.5	0.5	"mid"
"ENSDARG00000002847"	0.123744582704532	0.773939393939394	0.8	"mid"
"ENSDARG00000002877"	0.0579231451052352	0.381666666666667	0.4	"mid"
"ENSDARG00000002897"	0.0763940753532041	0.423974358974359	0.5	"mid"
"ENSDARG00000002909"	0.0930142861018537	0.462350427350427	0.5	"mid"
"ENSDARG00000002912"	0.0183860837187897	0.63719696969697	0.7	"mid"
"ENSDARG00000002916"	0.0760874076570919	0.473772727272727	0.5	"mid"
"ENSDARG00000002945"	0.0639240531419213	0.663333333333333	0.7	"mid"
"ENSDARG00000002947"	0.044091725169764	0.452222222222222	0.5	"mid"
"ENSDARG00000002949"	0.00782806488758641	0.131111111111111	0.2	"low"
"ENSDARG00000002952"	0.0361940236988716	0.385	0.4	"mid"
"ENSDARG00000002967"	0.051146676788303	0.412363636363636	0.5	"mid"
"ENSDARG00000002971"	0.0935774846602768	0.595340909090909	0.6	"mid"
"ENSDARG00000002986"	0.112337794360928	0.631818181818182	0.7	"mid"
"ENSDARG00000002991"	0.0979709286040889	0.807416666666667	0.9	"high"
"ENSDARG00000002994"	0.0793883264429599	0.425769230769231	0.5	"mid"
"ENSDARG00000003017"	0.00676562623494529	0.782167832167832	0.8	"mid"
"ENSDARG00000003021"	0.0512866850528147	0.289346153846154	0.3	"mid"
"ENSDARG00000003027"	0.0721961175273989	0.596363636363636	0.6	"mid"
"ENSDARG00000003058"	0.111935720892779	0.249924242424242	0.3	"mid"
"ENSDARG00000003061"	0.112380871667682	0.418181818181818	0.5	"mid"
"ENSDARG00000003068"	0.0741462649268161	0.627	0.7	"mid"
"ENSDARG00000003081"	0.111307011618612	0.89	0.9	"high"
"ENSDARG00000003085"	0.0655155417673081	0.484545454545455	0.5	"mid"
"ENSDARG00000003087"	0.0911018504695732	0.2875	0.3	"mid"
"ENSDARG00000003091"	0.129712467776139	0.593846153846154	0.6	"mid"
"ENSDARG00000003098"	0.0739842425063974	0.570909090909091	0.6	"mid"
"ENSDARG00000003109"	0.0584497828231958	0.740423076923077	0.8	"mid"
"ENSDARG00000003113"	0.104409436062437	0.496818181818182	0.5	"mid"
"ENSDARG00000003127"	0.160299428912055	0.219090909090909	0.3	"mid"
"ENSDARG00000003142"	0.0659047993110133	0.486	0.5	"mid"
"ENSDARG00000003144"	0.1292965802665	0.518	0.6	"mid"
"ENSDARG00000003153"	0.0112671584522248	0.285454545454545	0.3	"mid"
"ENSDARG00000003157"	0.11482047723132	0.459647435897436	0.5	"mid"
"ENSDARG00000003165"	0.0156634698424553	0.649345238095238	0.7	"mid"
"ENSDARG00000003167"	0.00476321126371403	0.194345238095238	0.2	"low"
"ENSDARG00000003169"	0.0430393841296914	0.294711538461538	0.3	"mid"
"ENSDARG00000003175"	0.0427630014612637	0.259545454545455	0.3	"mid"
"ENSDARG00000003189"	0.0122621445647088	0.586666666666667	0.6	"mid"
"ENSDARG00000003193"	0.112647677252477	0.59	0.6	"mid"
"ENSDARG00000003203"	0.0769776054281815	0.511818181818182	0.6	"mid"
"ENSDARG00000003205"	0.116154867634132	0.111363636363636	0.2	"low"
"ENSDARG00000003206"	0.157154880718964	0.404090909090909	0.5	"mid"
"ENSDARG00000003208"	0.1088236448366	0.435979020979021	0.5	"mid"
"ENSDARG00000003213"	0.0397957785304263	0.468642857142857	0.5	"mid"
"ENSDARG00000003217"	0.187464028985522	0.562348484848485	0.6	"mid"
"ENSDARG00000003219"	0.0951318673532252	0.5825	0.6	"mid"
"ENSDARG00000003235"	0.0683501862807025	0.335083333333333	0.4	"mid"
"ENSDARG00000003244"	0.215657218296997	0.525649350649351	0.6	"mid"
"ENSDARG00000003250"	0.0544044945863512	0.507689393939394	0.6	"mid"
"ENSDARG00000003257"	0.0540688441350797	0.36	0.4	"mid"
"ENSDARG00000003259"	0.0527910661777939	0.723227272727273	0.8	"mid"
"ENSDARG00000003269"	0.0222033867183987	0.376573426573427	0.4	"mid"
"ENSDARG00000003270"	0.0599724156685901	0.391363636363636	0.4	"mid"
"ENSDARG00000003281"	0.129333370544548	0.731666666666667	0.8	"mid"
"ENSDARG00000003287"	0.0676297041350706	0.421666666666667	0.5	"mid"
"ENSDARG00000003303"	0.077251762143841	0.574155844155844	0.6	"mid"
"ENSDARG00000003307"	0.0321423507087919	0.39	0.4	"mid"
"ENSDARG00000003308"	0.0395568898132993	0.122272727272727	0.2	"low"
"ENSDARG00000003311"	0.0376992320503798	0.246363636363636	0.3	"mid"
"ENSDARG00000003313"	0.124691199627377	0.771666666666667	0.8	"mid"
"ENSDARG00000003320"	0.0362215508467293	0.3585	0.4	"mid"
"ENSDARG00000003373"	0.109753993707552	0.696272727272727	0.7	"mid"
"ENSDARG00000003375"	0.073625509233902	0.485757575757576	0.5	"mid"
"ENSDARG00000003382"	0.0573066539271325	0.213857142857143	0.3	"mid"
"ENSDARG00000003383"	0.0250801757606713	0.621515151515152	0.7	"mid"
"ENSDARG00000003398"	0.0172051087935729	0.295357142857143	0.3	"mid"
"ENSDARG00000003444"	0.12922303517183	0.462765151515152	0.5	"mid"
"ENSDARG00000003449"	0.0387072085648051	0.482272727272727	0.5	"mid"
"ENSDARG00000003475"	0.0973886244176137	0.481111111111111	0.5	"mid"
"ENSDARG00000003486"	0.00570053239022106	0.288888888888889	0.3	"mid"
"ENSDARG00000003487"	0.028670820187672	0.31625	0.4	"mid"
"ENSDARG00000003495"	0.0303348681597711	0.216666666666667	0.3	"mid"
"ENSDARG00000003512"	0.0384008767316671	0.394545454545455	0.4	"mid"
"ENSDARG00000003517"	0.0959803822640166	0.381262626262626	0.4	"mid"
"ENSDARG00000003519"	0.114923626819423	0.612727272727273	0.7	"mid"
"ENSDARG00000003520"	0.0557671294167089	0.392545454545455	0.4	"mid"
"ENSDARG00000003523"	0.120061921504549	0.62	0.7	"mid"
"ENSDARG00000003526"	0.0077945100955631	0.329	0.4	"mid"
"ENSDARG00000003527"	0.0550126948395422	0.54275	0.6	"mid"
"ENSDARG00000003531"	0.0388729144828594	0.467638888888889	0.5	"mid"
"ENSDARG00000003533"	0.0977317628169677	0.884545454545455	0.9	"high"
"ENSDARG00000003564"	0.0625002589199574	0.769409090909091	0.8	"mid"
"ENSDARG00000003573"	0.00361153601561314	0.246813186813187	0.3	"mid"
"ENSDARG00000003576"	0.0324502884003291	0.560277777777778	0.6	"mid"
"ENSDARG00000003584"	0.129401553259169	0.53	0.6	"mid"
"ENSDARG00000003592"	0.0792160196786806	0.31	0.4	"mid"
"ENSDARG00000003607"	0.0156591052160164	0.260363636363636	0.3	"mid"
"ENSDARG00000003616"	0.00627443922182421	0.573044871794872	0.6	"mid"
"ENSDARG00000003631"	0.0494589998640097	0.697	0.7	"mid"
"ENSDARG00000003641"	0.0872428439370469	0.57525	0.6	"mid"
"ENSDARG00000003642"	0.137766953022149	0.757777777777778	0.8	"mid"
"ENSDARG00000003655"	0.0726473134108971	0.355833333333333	0.4	"mid"
"ENSDARG00000003675"	0.126542656473287	0.299954545454545	0.3	"mid"
"ENSDARG00000003680"	0.0176103827328941	0.621818181818182	0.7	"mid"
"ENSDARG00000003693"	0.0715471369804927	0.572076923076923	0.6	"mid"
"ENSDARG00000003697"	0.0739006131564083	0.541363636363636	0.6	"mid"
"ENSDARG00000003701"	0.0945567107017295	0.9025	1	"high"
"ENSDARG00000003705"	0.134042835244453	0.274555555555556	0.3	"mid"
"ENSDARG00000003749"	0.0453605686202346	0.224166666666667	0.3	"mid"
"ENSDARG00000003750"	0.0571335045590936	0.693888888888889	0.7	"mid"
"ENSDARG00000003751"	0.0543082443985646	0.36	0.4	"mid"
"ENSDARG00000003757"	0.154569497734074	0.495454545454545	0.5	"mid"
"ENSDARG00000003776"	0.024922122762502	0.282142857142857	0.3	"mid"
"ENSDARG00000003779"	0.032871928394596	0.236	0.3	"mid"
"ENSDARG00000003789"	0.0624234900128184	0.4355	0.5	"mid"
"ENSDARG00000003808"	0.0670798881010457	0.382272727272727	0.4	"mid"
"ENSDARG00000003811"	0.0652276339332975	0.343833333333333	0.4	"mid"
"ENSDARG00000003818"	0.0246965490231226	0.125757575757576	0.2	"low"
"ENSDARG00000003820"	0.0521938628935887	0.981363636363636	1	"high"
"ENSDARG00000003822"	0.112999506528421	0.464545454545455	0.5	"mid"
"ENSDARG00000003827"	0.193216172137691	0.304393939393939	0.4	"mid"
"ENSDARG00000003829"	0.0185058310229619	0.511045454545455	0.6	"mid"
"ENSDARG00000003835"	0.0342405260694707	0.386805555555556	0.4	"mid"
"ENSDARG00000003841"	0.124079526726106	0.49	0.5	"mid"
"ENSDARG00000003845"	0.107591179229775	0.325416666666667	0.4	"mid"
"ENSDARG00000003846"	0.112091732215315	0.545606060606061	0.6	"mid"
"ENSDARG00000003854"	0.114461503769085	0.701818181818182	0.8	"mid"
"ENSDARG00000003860"	0.0325374036625917	0.393	0.4	"mid"
"ENSDARG00000003866"	0.0210029451444744	0.208712121212121	0.3	"mid"
"ENSDARG00000003869"	0.0597619465960736	0.265779220779221	0.3	"mid"
"ENSDARG00000003872"	0.0225238848618698	0.408571428571429	0.5	"mid"
"ENSDARG00000003877"	0.04250539036638	0.497777777777778	0.5	"mid"
"ENSDARG00000003899"	0.0933928461567527	0.335	0.4	"mid"
"ENSDARG00000003902"	0.125740832881519	0.988181818181818	1	"high"
"ENSDARG00000003904"	0.181759985162257	0.97	1	"high"
"ENSDARG00000003910"	0.0581091265000044	0.579949494949495	0.6	"mid"
"ENSDARG00000003927"	0.0811603891978308	0.235416666666667	0.3	"mid"
"ENSDARG00000003931"	0.0569331823455154	0.261590909090909	0.3	"mid"
"ENSDARG00000003934"	0.0693100291708685	0.521414141414141	0.6	"mid"
"ENSDARG00000003938"	0.103823968727487	0.326	0.4	"mid"
"ENSDARG00000003940"	0.0543717545072066	0.195636363636364	0.2	"low"
"ENSDARG00000003941"	0.0581318614846655	0.724285714285714	0.8	"mid"
"ENSDARG00000003961"	0.10180580226685	0.64625	0.7	"mid"
"ENSDARG00000003963"	0.0303333355036435	0.514545454545455	0.6	"mid"
"ENSDARG00000003968"	0.153142425870064	0.640629370629371	0.7	"mid"
"ENSDARG00000003974"	0.0144168342079432	0.291780303030303	0.3	"mid"
"ENSDARG00000003977"	0.0713522955978911	0.39	0.4	"mid"
"ENSDARG00000003984"	0.129305706485729	0.202916666666667	0.3	"mid"
"ENSDARG00000003989"	0.0206227403850009	0.614230769230769	0.7	"mid"
"ENSDARG00000003991"	0.0433102218594538	0.786363636363636	0.8	"mid"
"ENSDARG00000003998"	0.0480908977502666	0.656666666666667	0.7	"mid"
"ENSDARG00000004017"	0.105688851932993	0.62175	0.7	"mid"
"ENSDARG00000004037"	0.081452208816895	0.238068181818182	0.3	"mid"
"ENSDARG00000004046"	0.0308154699571806	0.278560606060606	0.3	"mid"
"ENSDARG00000004051"	0.101138367692552	0.4425	0.5	"mid"
"ENSDARG00000004055"	0.0880412398816188	0.606753246753247	0.7	"mid"
"ENSDARG00000004059"	0.0968337295543055	0.363333333333333	0.4	"mid"
"ENSDARG00000004060"	0.0759641401554325	0.769747474747475	0.8	"mid"
"ENSDARG00000004078"	0.0689298909786801	0.784551282051282	0.8	"mid"
"ENSDARG00000004094"	0.0657425800469056	0.560555555555556	0.6	"mid"
"ENSDARG00000004105"	0.0582451986090996	0.539714285714286	0.6	"mid"
"ENSDARG00000004111"	0.0805319338788841	0.608737373737374	0.7	"mid"
"ENSDARG00000004114"	0.113093028094554	0.4525	0.5	"mid"
"ENSDARG00000004115"	0.0233024218798083	0.398888888888889	0.4	"mid"
"ENSDARG00000004130"	0.0865374403573971	0.4435	0.5	"mid"
"ENSDARG00000004131"	0.152778079151198	0.4575	0.5	"mid"
"ENSDARG00000004141"	0.100325705969274	0.812676767676768	0.9	"high"
"ENSDARG00000004151"	0.0260255225467531	0.694285714285714	0.7	"mid"
"ENSDARG00000004154"	0.0220761561046498	0.560909090909091	0.6	"mid"
"ENSDARG00000004160"	0.0579220638888348	0.483472222222222	0.5	"mid"
"ENSDARG00000004161"	0.0166587929005172	0.197323232323232	0.2	"low"
"ENSDARG00000004167"	0.106138080264588	0.407777777777778	0.5	"mid"
"ENSDARG00000004169"	0.0524630430109764	0.626153846153846	0.7	"mid"
"ENSDARG00000004171"	0.0585831470518658	0.438277777777778	0.5	"mid"
"ENSDARG00000004173"	0.0143781759786663	0.319285714285714	0.4	"mid"
"ENSDARG00000004174"	0.016971058023545	0.460769230769231	0.5	"mid"
"ENSDARG00000004187"	0.0420746471817087	0.634166666666667	0.7	"mid"
"ENSDARG00000004189"	0.0290830876537908	0.335	0.4	"mid"
"ENSDARG00000004196"	0.063999965617234	0.754166666666667	0.8	"mid"
"ENSDARG00000004204"	0.187094377365517	0.764015151515151	0.8	"mid"
"ENSDARG00000004211"	0.0400111163965069	0.443333333333333	0.5	"mid"
"ENSDARG00000004218"	0.0378654877549013	0.525	0.6	"mid"
"ENSDARG00000004246"	0.0328696641254661	0.383166666666667	0.4	"mid"
"ENSDARG00000004251"	0.0927039629321462	0.485	0.5	"mid"
"ENSDARG00000004261"	0.0118161476801644	0.243295454545455	0.3	"mid"
"ENSDARG00000004270"	0.0647547534225242	0.310909090909091	0.4	"mid"
"ENSDARG00000004274"	0.121326044945332	0.573939393939394	0.6	"mid"
"ENSDARG00000004280"	0.0222428178476858	0.196722222222222	0.2	"low"
"ENSDARG00000004296"	0.151639077591986	0.912606837606838	1	"high"
"ENSDARG00000004301"	0.0478963944325996	0.321818181818182	0.4	"mid"
"ENSDARG00000004306"	0.0294731214134926	0.56	0.6	"mid"
"ENSDARG00000004308"	0.0573491866372464	0.506565656565657	0.6	"mid"
"ENSDARG00000004311"	0.0760580033900499	0.293712121212121	0.3	"mid"
"ENSDARG00000004318"	0.0691281707491191	0.383825757575758	0.4	"mid"
"ENSDARG00000004325"	0.0867687887305201	0.618205128205128	0.7	"mid"
"ENSDARG00000004336"	0.030603297592823	0.308333333333333	0.4	"mid"
"ENSDARG00000004363"	0.0441456028898967	0.333333333333333	0.4	"mid"
"ENSDARG00000004372"	0.0320780800692287	0.209318181818182	0.3	"mid"
