#gene_id	taxid	scientific_name	qvalue	lrt	omega0	omega2
ENSLOCG00000000165	41665	Neopterygii	1	4.20199467457132	0.137939219374878	17.6288215714681
ENSLOCG00000000165	41665	Neopterygii	1	0.0000000219079083763063	0.139828247842901	1
ENSLOCG00000000165	41665	Neopterygii	1	0.00000017936690710485	0.139826380561038	3.78103825991023
ENSLOCG00000000165	41665	Neopterygii	1	0.000000354360963683575	0.139826181924297	1
ENSLOCG00000000165	41665	Neopterygii	1	0.000000285959686152637	0.13982918428872	1
ENSLOCG00000000187	117571	Euteleostomi	1	0	0.0698673413526665	1
ENSLOCG00000000187	7898	Actinopterygii	1	0.675699554281891	0.0697783718034348	2.05384449123019
ENSLOCG00000000187	7898	Actinopterygii	1	0.0000000134168658405542	0.0698673858277176	1
ENSLOCG00000000187	41665	Neopterygii	1	0.801336221513338	0.069716259573654	3.51652287188395
ENSLOCG00000000187	41665	Neopterygii	1	0.0000000146101228892803	0.069867246379461	1
ENSLOCG00000000188	7898	Actinopterygii	0.0277860532634008	13.7010633191421	0.119351441242738	1000
ENSLOCG00000000190	41665	Neopterygii	1	0.3617824309149	0.202112275111435	3.59543098317842
ENSLOCG00000000197	7898	Actinopterygii	1	3.23136053841881	0.03345476921585	3.27128238051597
ENSLOCG00000000197	41665	Neopterygii	1	0.0000000360378180630505	0.033632895058731	1
ENSLOCG00000000200	7898	Actinopterygii	0.0277860532634008	13.7010633191421	0.119351441242738	1000
ENSLOCG00000000203	41665	Neopterygii	1	0.0532184166677325	0.102365085382545	1.38363075370393
ENSLOCG00000000203	41665	Neopterygii	1	0.758950642754598	0.103209343579092	8.45597742725688
ENSLOCG00000000212	41665	Neopterygii	1	0.0532184166677325	0.102365085382545	1.38363075370393
ENSLOCG00000000212	41665	Neopterygii	1	0.758950642754598	0.103209343579092	8.45597742725688
ENSLOCG00000000213	41665	Neopterygii	1	2.53843858439359	0.16739931421055	4.09333277991595
ENSLOCG00000000213	41665	Neopterygii	1	1.78426718755509	0.167495660984932	3.99234803207785
ENSLOCG00000000216	7898	Actinopterygii	1	3.49061627639458	0.165984933010322	3.53270493945214
ENSLOCG00000000216	41665	Neopterygii	1	2.40000258625514	0.166167929028506	3.23218346884633
ENSLOCG00000000217	7898	Actinopterygii	1	0.000000000996806193143129	0.0727679414186331	1
ENSLOCG00000000217	41665	Neopterygii	1	0	0.0727680200842591	1
ENSLOCG00000000223	7898	Actinopterygii	0.0277860532634008	13.7010633191421	0.119351441242738	1000
ENSLOCG00000000235	7898	Actinopterygii	1	2.66988265931286	0.0887285911742605	4.4892345989193
ENSLOCG00000000235	41665	Neopterygii	1	0.000000211402948480099	0.0890344426193357	1
ENSLOCG00000000236	7898	Actinopterygii	1	2.18454099466908	0.0848374728099881	7.57626276300823
ENSLOCG00000000236	41665	Neopterygii	1	0.0000000568688847124577	0.0849254630766968	1
ENSLOCG00000000241	41665	Neopterygii	1	0.141990645186524	0.18867220618309	3.30197037889108
ENSLOCG00000000244	117571	Euteleostomi	0.870192750022472	4.63462858574349	0.188554513273139	10.2811232975524
ENSLOCG00000000246	7898	Actinopterygii	1	1.79618984503031	0.138442241058786	3.72653791678737
ENSLOCG00000000246	41665	Neopterygii	1	4.20199467457132	0.137939219374878	17.6288215714681
ENSLOCG00000000246	41665	Neopterygii	1	0.0000000219079083763063	0.139828247842901	1
ENSLOCG00000000246	41665	Neopterygii	1	0.00000017936690710485	0.139826380561038	3.78103825991023
ENSLOCG00000000246	41665	Neopterygii	1	0.000000354360963683575	0.139826181924297	1
ENSLOCG00000000246	41665	Neopterygii	1	0.000000285959686152637	0.13982918428872	1
ENSLOCG00000000247	7898	Actinopterygii	0.137058953230735	9.55315740453079	0.0932929876296512	3.99287111614959
ENSLOCG00000000247	41665	Neopterygii	1	2.35489718464669	0.0937704006060824	3.42913503608292
ENSLOCG00000000251	117571	Euteleostomi	1	0.000000032963725971058	0.0413914936853589	1
ENSLOCG00000000251	41665	Neopterygii	1	0	0.0413914142219738	1
ENSLOCG00000000255	41665	Neopterygii	1	0.0616103922075126	0.17992024604554	2.84580510088927
ENSLOCG00000000262	7898	Actinopterygii	0.523792840768077	5.98677971051802	0.262637617911805	20.3908500211143
ENSLOCG00000000262	41665	Neopterygii	1	3.64255354683701	0.26165568685269	9.95632943888492
ENSLOCG00000000265	7898	Actinopterygii	1	1.79618984503031	0.138442241058786	3.72653791678737
ENSLOCG00000000265	41665	Neopterygii	1	4.20199467457132	0.137939219374878	17.6288215714681
ENSLOCG00000000265	41665	Neopterygii	1	0.0000000219079083763063	0.139828247842901	1
ENSLOCG00000000265	41665	Neopterygii	1	0.00000017936690710485	0.139826380561038	3.78103825991023
ENSLOCG00000000265	41665	Neopterygii	1	0.000000354360963683575	0.139826181924297	1
ENSLOCG00000000265	41665	Neopterygii	1	0.000000285959686152637	0.13982918428872	1
ENSLOCG00000000266	41665	Neopterygii	1	0.141990645186524	0.18867220618309	3.30197037889108
ENSLOCG00000000268	41665	Neopterygii	0.448544508646288	6.39747189065019	0.214881764274901	11.4801090629641
ENSLOCG00000000275	41665	Neopterygii	1	0.0000000598811311647296	0.0670007038093429	1
ENSLOCG00000000281	7898	Actinopterygii	0.000320645459375304	37.6018897629692	0.161747866355082	5.96697250774238
ENSLOCG00000000281	41665	Neopterygii	1	0.484562080178875	0.162562832241924	1.93350223206208
ENSLOCG00000000284	7898	Actinopterygii	1	0.441846230547526	0.0355952119038253	1.53378614034778
ENSLOCG00000000284	41665	Neopterygii	1	0.000000870408257469535	0.0358831108756789	3.52789036593173
ENSLOCG00000000286	7898	Actinopterygii	1	1.79618984503031	0.138442241058786	3.72653791678737
ENSLOCG00000000286	41665	Neopterygii	1	4.20199467457132	0.137939219374878	17.6288215714681
ENSLOCG00000000286	41665	Neopterygii	1	0.0000000219079083763063	0.139828247842901	1
ENSLOCG00000000286	41665	Neopterygii	1	0.00000017936690710485	0.139826380561038	3.78103825991023
ENSLOCG00000000286	41665	Neopterygii	1	0.000000354360963683575	0.139826181924297	1
ENSLOCG00000000286	41665	Neopterygii	1	0.000000285959686152637	0.13982918428872	1
ENSLOCG00000000290	7898	Actinopterygii	1	0.00000000093496055342257	0.0276827737098013	1
ENSLOCG00000000290	41665	Neopterygii	1	0.000000000458385329693556	0.027725981452478	1
ENSLOCG00000000294	7898	Actinopterygii	1	0.269374450479518	0.178943331188552	2.73717861553887
ENSLOCG00000000294	41665	Neopterygii	0.0365219783697511	13.002575577586	0.178411644316693	23.8404159384077
ENSLOCG00000000299	7898	Actinopterygii	0.114976873971701	10.0124238272256	0.067226672626048	17.1185422381692
ENSLOCG00000000299	41665	Neopterygii	0.134009548272669	9.613151537269	0.0673370072372799	19.396961948586
ENSLOCG00000000300	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000300	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000300	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000300	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000300	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000302	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000302	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000302	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000302	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000302	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000304	7898	Actinopterygii	1	0.0000000104464561445639	0.0956602902292405	4.14337015481623
ENSLOCG00000000304	41665	Neopterygii	1	0.00000000561158230993897	0.0956601797723454	1
ENSLOCG00000000305	7898	Actinopterygii	0.986530537716306	4.29838514007861	0.0296314821262078	3.83686385019536
ENSLOCG00000000305	41665	Neopterygii	1	2.59194890794606	0.0298127850506264	2.73121136893781
ENSLOCG00000000316	41665	Neopterygii	1	0	0.0108736533167181	1
ENSLOCG00000000323	7898	Actinopterygii	0.0331966838769382	13.2481778416986	0.0572759983541907	4.20381864247709
ENSLOCG00000000323	41665	Neopterygii	1	1.72266532611684	0.0576589668943394	3.57729886481462
ENSLOCG00000000326	117571	Euteleostomi	0.240527353831591	8.06084032181388	0.182542296897192	5.08881056694874
ENSLOCG00000000326	117571	Euteleostomi	1	0.0230867545469664	0.180933221248052	3.42864659121869
ENSLOCG00000000332	7898	Actinopterygii	1	0.000000321349943988025	0.246094457842521	1
ENSLOCG00000000332	41665	Neopterygii	1	0	0.246091754154906	1
ENSLOCG00000000334	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000334	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000334	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000334	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000334	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000340	41665	Neopterygii	0.0396050238954104	12.7921918481698	0.156946340471062	1000
ENSLOCG00000000340	41665	Neopterygii	0.293786915162772	7.52672955722119	0.157182315822924	5.12837853551004
ENSLOCG00000000340	41665	Neopterygii	1	0.0000000630680005997419	0.158989439521354	1
ENSLOCG00000000341	7898	Actinopterygii	0.00414808249134948	18.5016918592155	0.0163286411806522	7.51991771314634
ENSLOCG00000000341	41665	Neopterygii	0.176239734911243	8.88967053692613	0.0162463940803376	3.37267693394891
ENSLOCG00000000349	41665	Neopterygii	1	1.48904338797001	0.0580420142088908	2.58346221794685
ENSLOCG00000000355	117571	Euteleostomi	1	0.000000879474100656807	0.246102104207815	1
ENSLOCG00000000355	7898	Actinopterygii	1	0.0521318114988389	0.245998856041695	3.2565006073434
ENSLOCG00000000355	7898	Actinopterygii	1	3.4741447410488	0.245878455869711	3.37277806610982
ENSLOCG00000000356	117571	Euteleostomi	1	0.00000000283034751191735	0.0563179441956173	1
ENSLOCG00000000356	41665	Neopterygii	1	0	0.0563180900284148	1
ENSLOCG00000000362	7898	Actinopterygii	1	4.24553976468451	0.0605634723823199	3.56196584730245
ENSLOCG00000000362	41665	Neopterygii	1	1.09470960946055	0.0606788167729255	2.90184721023405
ENSLOCG00000000370	117571	Euteleostomi	1	0.406592543105944	0.274268100994663	3.30316055858325
ENSLOCG00000000370	117571	Euteleostomi	1	2.58798404198751	0.273791751908158	59.0016757469044
ENSLOCG00000000370	7898	Actinopterygii	1	0.00000000025465851649642	0.274590832253437	1
ENSLOCG00000000370	7898	Actinopterygii	1	0.0000000121799530461431	0.274590919530447	1
ENSLOCG00000000372	7898	Actinopterygii	0.76792248688706	4.96770819709491	0.0975899107821697	6.12968370000519
ENSLOCG00000000372	41665	Neopterygii	1	1.65024239510967	0.096588863079983	3.72805804631519
ENSLOCG00000000378	7898	Actinopterygii	0.00585959045678793	17.6381635575672	0.123946100963434	855.932997052555
ENSLOCG00000000378	41665	Neopterygii	0.0444472944447862	12.4896365780442	0.12440914605809	263.685326896973
ENSLOCG00000000380	41665	Neopterygii	1	1.23483370327449	0.0653633413260781	4.52760629814437
ENSLOCG00000000388	7898	Actinopterygii	0.112174548429652	10.0787933549836	0.125590626581367	26.1754195647978
ENSLOCG00000000388	41665	Neopterygii	1	0.000000302716216538101	0.124857141581541	1
ENSLOCG00000000391	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000391	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000391	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000391	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000391	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000392	117571	Euteleostomi	1	0.000000848478521220386	0.0215850065291397	1
ENSLOCG00000000392	117571	Euteleostomi	0.858667942687702	4.67002167395549	0.0213120618785438	2.6243658409202
ENSLOCG00000000394	7898	Actinopterygii	0.366647869419201	6.93099022640672	0.054735638310942	3.60393311879885
ENSLOCG00000000394	41665	Neopterygii	1	1.74460009166069	0.0550141814558154	3.37799145394941
ENSLOCG00000000408	117571	Euteleostomi	0.000638804699583661	23.1543657546426	0.0576120422986561	4.25416737951436
ENSLOCG00000000408	117571	Euteleostomi	0.176332851857928	8.88818229758181	0.0576243593885348	2.49343445566576
ENSLOCG00000000408	41665	Neopterygii	0.000320645459375304	36.6894942630752	0.0569795435179541	6.42584190867678
ENSLOCG00000000419	7898	Actinopterygii	0.0489027138834499	12.2437430119753	0.0716760814972711	81.0492949149148
ENSLOCG00000000419	41665	Neopterygii	1	0.0000000271684257313609	0.0719805436529093	1
ENSLOCG00000000420	41665	Neopterygii	1	3.44799145765137	0.0107544246841964	2.07163422565526
ENSLOCG00000000421	41665	Neopterygii	1	2.94234148735268	0.150457030925597	1000
ENSLOCG00000000422	7898	Actinopterygii	1	0.00311293163395021	0.104447947376952	3.55244957529002
ENSLOCG00000000422	41665	Neopterygii	1	1.26269523748488	0.104293621014001	3.57489422791498
ENSLOCG00000000424	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000424	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000424	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000424	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000424	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000425	41665	Neopterygii	1	0.0000000236523192143068	0.271121636655375	3.2187587091035
ENSLOCG00000000427	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000427	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000427	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000427	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000427	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000429	41665	Neopterygii	0.253150866491608	7.92507970926818	0.111623726143997	3.63680437384938
ENSLOCG00000000434	117571	Euteleostomi	1	0.900247219426092	0.191451014775652	3.97715530734436
ENSLOCG00000000434	41665	Neopterygii	0.221905354554787	8.27345581655391	0.191937839650077	6.79565210072704
ENSLOCG00000000440	117571	Euteleostomi	1	0.244173955739825	0.0272340109929353	3.25930959137124
ENSLOCG00000000440	117571	Euteleostomi	1	0.0000000061445462051779	0.0276934963036628	1
ENSLOCG00000000440	7898	Actinopterygii	1	1.698777378675	0.0273158570023697	2.90321811818716
ENSLOCG00000000440	41665	Neopterygii	1	0.0000000216714397538453	0.0276935830858851	1
ENSLOCG00000000450	7898	Actinopterygii	1	1.79618984503031	0.138442241058786	3.72653791678737
ENSLOCG00000000450	41665	Neopterygii	1	4.20199467457132	0.137939219374878	17.6288215714681
ENSLOCG00000000450	41665	Neopterygii	1	0.0000000219079083763063	0.139828247842901	1
ENSLOCG00000000450	41665	Neopterygii	1	0.00000017936690710485	0.139826380561038	3.78103825991023
ENSLOCG00000000450	41665	Neopterygii	1	0.000000354360963683575	0.139826181924297	1
ENSLOCG00000000450	41665	Neopterygii	1	0.000000285959686152637	0.13982918428872	1
ENSLOCG00000000454	7898	Actinopterygii	0.288744573544431	7.57300731695068	0.0566902349481476	472.809169730508
ENSLOCG00000000454	41665	Neopterygii	1	1.52587675395989	0.0565719745198108	3.54610562024154
ENSLOCG00000000455	7898	Actinopterygii	1	0.816884605774248	0.144339263776545	3.96682474950535
ENSLOCG00000000455	41665	Neopterygii	1	0.00000000025465851649642	0.144282021895626	1
ENSLOCG00000000457	7898	Actinopterygii	1	0.00000000973523128777742	0.0145293716294773	1
ENSLOCG00000000457	41665	Neopterygii	1	0	0.0144209373748571	1
ENSLOCG00000000457	41665	Neopterygii	1	0.0000000100262695923448	0.0145517974680015	1
ENSLOCG00000000457	41665	Neopterygii	1	0.0121367597603239	0.0145341465892608	3.43455675560636
ENSLOCG00000000457	41665	Neopterygii	1	0.75610449744272	0.0144638166549731	2.08146711828498
ENSLOCG00000000457	41665	Neopterygii	1	1.88604384943028	0.0144992709104068	3.32059531161289
ENSLOCG00000000457	41665	Neopterygii	1	0.0000000458385329693556	0.0145480131150097	1
ENSLOCG00000000459	117571	Euteleostomi	1	2.09955488411651	0.206021629717612	3.66516720453552
ENSLOCG00000000459	7898	Actinopterygii	1	0.0000000428117346018553	0.206584633113562	1
ENSLOCG00000000459	7898	Actinopterygii	1	0.00000000312866177409887	0.206583242330668	1
ENSLOCG00000000462	41665	Neopterygii	1	0.3617824309149	0.202112275111435	3.59543098317842
ENSLOCG00000000465	7898	Actinopterygii	1	1.96741447444219	0.124208586656351	4.13303179986494
ENSLOCG00000000465	41665	Neopterygii	1	2.35346798387764	0.123789257154138	3.40675585313587
ENSLOCG00000000466	7898	Actinopterygii	1	0	0.0123366314240071	1
ENSLOCG00000000466	41665	Neopterygii	1	0	0.0124339760388962	1
ENSLOCG00000000467	7898	Actinopterygii	1	0.436067542788805	0.0945748930894566	3.99513982825248
ENSLOCG00000000467	41665	Neopterygii	0.067002303720148	11.4232548177388	0.0942995266115981	23.3027471351099
ENSLOCG00000000468	7898	Actinopterygii	0.00419945628061878	18.4718658925922	0.0886521078692075	18.7939311850608
ENSLOCG00000000468	41665	Neopterygii	1	0.0000000665022525936365	0.089246552967189	2.59980892110431
ENSLOCG00000000473	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000473	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000473	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000473	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000473	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000482	41665	Neopterygii	1	0	0.00940858306101386	3.68294039348667
ENSLOCG00000000482	41665	Neopterygii	1	0.0000000087584339780733	0.00940881035849247	1
ENSLOCG00000000482	41665	Neopterygii	1	0	0.00940873284384479	1
ENSLOCG00000000491	7898	Actinopterygii	1	1.31599921017187	0.202929831824449	1.54413315974127
ENSLOCG00000000491	7898	Actinopterygii	0.000411331179618875	24.6251331584645	0.207813736899245	131.512067776736
ENSLOCG00000000491	41665	Neopterygii	1	3.84739580799942	0.207319433800039	3.93436778502066
ENSLOCG00000000495	7898	Actinopterygii	1	3.74426400623634	0.214148748327482	3.68633426015414
ENSLOCG00000000495	41665	Neopterygii	1	3.79750492855965	0.213616301832405	3.28721632817045
ENSLOCG00000000502	7898	Actinopterygii	1	1.42785315039509	0.142712045319597	3.47965161369437
ENSLOCG00000000502	41665	Neopterygii	1	0.0000000247673597186804	0.142917328408137	1
ENSLOCG00000000504	117571	Euteleostomi	1	0	0.00704319023094903	1
ENSLOCG00000000504	41665	Neopterygii	1	0	0.00677279447630171	1
ENSLOCG00000000507	41665	Neopterygii	1	0.000000378779077436775	0.0015594865654871	1
ENSLOCG00000000507	41665	Neopterygii	0.000320645459375304	35.8870965088936	0.00175664864867835	1000
ENSLOCG00000000508	7898	Actinopterygii	1	0.00000063704646890983	0.0481814855026602	1
ENSLOCG00000000508	41665	Neopterygii	0.243967978799795	8.02309504059303	0.0482061389921833	60.6367833916584
ENSLOCG00000000527	41665	Neopterygii	1	0.00000000405452738050371	0.0812701522701914	1
ENSLOCG00000000527	41665	Neopterygii	1	0.000000000796717358753085	0.0868932139857987	3.25913018197929
ENSLOCG00000000533	7898	Actinopterygii	1	0.455178952652204	0.0198132801895949	2.16215350561191
ENSLOCG00000000533	41665	Neopterygii	1	0	0.0199266865293938	1
ENSLOCG00000000533	41665	Neopterygii	1	0	0.0200567400209813	1
ENSLOCG00000000533	41665	Neopterygii	1	1.02550102506211	0.0196925386223703	3.75716172458326
ENSLOCG00000000533	41665	Neopterygii	1	0.129607473827491	0.0197470942714292	3.26678700552853
ENSLOCG00000000535	117571	Euteleostomi	1	2.29758864122778	0.037185457279222	3.15760465016357
ENSLOCG00000000535	117571	Euteleostomi	1	0.000000000291038304567337	0.0375748876428485	1
ENSLOCG00000000536	41665	Neopterygii	0.0384084998601138	12.8737064155139	0.112635410297689	7.31649833819628
ENSLOCG00000000538	117571	Euteleostomi	1	1.48891490433016	0.0432804053079481	3.92260394700208
ENSLOCG00000000538	7898	Actinopterygii	0.86513408398246	4.65027720975922	0.0432420947544827	3.00097417853632
ENSLOCG00000000538	7898	Actinopterygii	1	1.95224216360657	0.0433028964034824	3.36452681575766
ENSLOCG00000000538	41665	Neopterygii	1	0	0.0434206003962222	1
ENSLOCG00000000540	117571	Euteleostomi	1	0	0.254172393629974	4.07070269519523
ENSLOCG00000000540	117571	Euteleostomi	1	0.0000000433064997196198	0.254172427475974	1
ENSLOCG00000000540	117571	Euteleostomi	1	0.00000000649015419185162	0.254172358426408	1
ENSLOCG00000000540	117571	Euteleostomi	1	0.00000000023283064365387	0.254172363570892	1
ENSLOCG00000000540	7898	Actinopterygii	0.023866906271299	14.087030888797	0.254291340756528	27.8111840060284
ENSLOCG00000000541	7898	Actinopterygii	1	0.803395697028463	0.019505190122843	3.91157802271808
ENSLOCG00000000544	7898	Actinopterygii	0.00186495063668816	20.4881737494725	0.0129215162094621	11.8246075522603
ENSLOCG00000000544	41665	Neopterygii	1	0	0.0129631319922265	1
ENSLOCG00000000546	7898	Actinopterygii	1	0.861914105615142	0.0583843825729644	3.4479907838797
ENSLOCG00000000546	41665	Neopterygii	1	0.000000161649950314313	0.0584710861205994	1
ENSLOCG00000000549	41665	Neopterygii	1	0.00000023910979507491	0.114589242719396	3.90612105422541
ENSLOCG00000000559	7898	Actinopterygii	1	0.000000581785570830107	0.109111838797767	1
